"ROWID","CREATORID","CREATEDTIME","MODIFIEDTIME","fir_number","crime_type_rowid","crime_category_rowid","act_rowid","section_rowid","unit_rowid","district_rowid","state_rowid","occurrence_datetime","complaint_datetime","latitude","longitude","place_of_occurrence","complaint_mode","case_priority","case_status","investigation_officer_rowid","created_by_rowid","ai_risk_score","ai_summary","is_sensitive"
"49093000000157521","49093000000013007","2026-06-28 13:23:29:076","2026-06-28 13:23:29:076","FIR-2026-00264","49093000000153096","49093000000157225","49093000000157243","49093000000155093","49093000000153050","49093000000155009","1","2025-03-19 11:57:15","2025-03-19 22:40:15","15.402","74.5929","H.No. 779, Tailor Nagar, Dhanbad 799156","Online","Critical","Open","49093000000157079","49093000000157176","63.62","Ab illo modi corporis iusto nihil quos provident vero dicta velit alias reiciendis a labore doloribus.","false"
"49093000000157522","49093000000013007","2026-06-28 13:23:29:076","2026-06-28 13:23:29:076","FIR-2026-00265","49093000000153094","49093000000157232","49093000000157250","49093000000155089","49093000000153071","49093000000155019","1","2024-12-02 03:59:27","2024-12-02 05:17:27","11.9997","75.5713","97/14, Bhavsar Marg, Eluru 105705","Online","High","Closed","49093000000157059","49093000000157162","44.84","Commodi natus nihil blanditiis cupiditate ad natus facilis doloribus culpa nisi veritatis expedita.","false"
"49093000000157523","49093000000013007","2026-06-28 13:23:29:076","2026-06-28 13:23:29:076","FIR-2026-00266","49093000000153096","49093000000157230","49093000000157242","49093000000155085","49093000000153074","49093000000155010","1","2025-11-27 06:33:04","2025-11-27 07:01:04","14.4323","76.3234","H.No. 454, Bobal Chowk, Aurangabad 247482","Phone","Critical","Charge Sheet Filed","49093000000157186","49093000000157175","16.7","Nostrum quas quisquam repellat possimus ab sapiente aperiam placeat iste ipsum.","false"
"49093000000157524","49093000000013007","2026-06-28 13:23:29:076","2026-06-28 13:23:29:076","FIR-2026-00267","49093000000153095","49093000000157227","49093000000157247","49093000000155091","49093000000153023","49093000000155021","1","2026-02-24 22:51:48","2026-02-25 08:58:48","13.701","75.9872","07/384, Dugal Zila, Shimoga 931708","Phone","Low","Charge Sheet Filed","49093000000157172","49093000000157129","84.62","Eaque porro quas doloremque pariatur aliquam repellat sit.","false"
"49093000000157525","49093000000013007","2026-06-28 13:23:29:077","2026-06-28 13:23:29:077","FIR-2026-00268","49093000000153091","49093000000157227","49093000000157248","49093000000155091","49093000000153037","49093000000155007","1","2025-02-01 22:37:14","2025-02-01 23:21:14","13.3642","77.6382","00/342, Mander, Raipur 559056","Emergency 112","Medium","Open","49093000000157137","49093000000157044","26.33","Fugiat quo ipsam deserunt harum labore fugit nihil.","true"
"49093000000157526","49093000000013007","2026-06-28 13:23:29:077","2026-06-28 13:23:29:077","FIR-2026-00269","49093000000153095","49093000000157231","49093000000157244","49093000000155085","49093000000153069","49093000000155024","1","2024-09-27 09:00:06","2024-09-27 09:29:06","13.4326","77.2255","56/52, Balay Marg, Vijayawada 039009","Emergency 112","Critical","Under Investigation","49093000000157182","49093000000157210","34.02","Perspiciatis eos dicta quam optio nesciunt vitae ducimus et.","true"
"49093000000157527","49093000000013007","2026-06-28 13:23:29:077","2026-06-28 13:23:29:077","FIR-2026-00270","49093000000153090","49093000000157225","49093000000157241","49093000000155085","49093000000153061","49093000000155010","1","2024-08-11 22:32:50","2024-08-12 06:06:50","18.4175","78.4727","978, Natt, Chennai-098782","Online","Low","Open","49093000000157111","49093000000157192","97.15","Saepe asperiores dolore aliquam aliquam quo atque doloremque adipisci vitae minima voluptatibus non corrupti.","false"
"49093000000157528","49093000000013007","2026-06-28 13:23:29:077","2026-06-28 13:23:29:077","FIR-2026-00271","49093000000153096","49093000000157225","49093000000157245","49093000000155091","49093000000153071","49093000000155030","1","2025-10-02 21:24:53","2025-10-03 03:23:53","11.7015","74.2117","01/88, Kari Road, Coimbatore-151347","Walk-in","Critical","Open","49093000000157129","49093000000157202","7.73","Repellat quaerat cupiditate ipsum officia exercitationem ad ullam veritatis culpa.","false"
"49093000000157529","49093000000013007","2026-06-28 13:23:29:077","2026-06-28 13:23:29:077","FIR-2026-00272","49093000000153093","49093000000157225","49093000000157250","49093000000155089","49093000000153051","49093000000155016","1","2025-09-25 08:13:58","2025-09-25 12:27:58","18.3661","76.0877","385, Sarma Nagar, Nanded-454021","Phone","Critical","Under Investigation","49093000000157085","49093000000157158","96.75","Quibusdam laudantium distinctio labore adipisci cumque saepe dicta commodi labore error.","false"
"49093000000157530","49093000000013007","2026-06-28 13:23:29:077","2026-06-28 13:23:29:077","FIR-2026-00273","49093000000153087","49093000000157229","49093000000157242","49093000000155086","49093000000153027","49093000000155016","1","2026-06-19 11:20:55","2026-06-19 11:39:55","14.5413","76.4101","63/058, Lal, Davanagere-969155","Online","High","Charge Sheet Filed","49093000000157029","49093000000157117","44.46","Praesentium illum explicabo fugiat laborum explicabo atque similique impedit eveniet nesciunt eveniet debitis perferendis.","false"
"49093000000157531","49093000000013007","2026-06-28 13:23:29:077","2026-06-28 13:23:29:077","FIR-2026-00274","49093000000153089","49093000000157231","49093000000157245","49093000000155087","49093000000153051","49093000000155036","1","2026-05-28 00:56:51","2026-05-28 05:51:51","15.7212","76.2797","70/768, Chandra Path, Etawah-174571","Walk-in","High","Under Investigation","49093000000157147","49093000000157194","35.67","Quisquam dolor explicabo rem assumenda debitis a non dicta qui.","false"
"49093000000157532","49093000000013007","2026-06-28 13:23:29:077","2026-06-28 13:23:29:077","FIR-2026-00275","49093000000153094","49093000000157226","49093000000157250","49093000000155089","49093000000153022","49093000000155023","1","2025-08-01 17:30:09","2025-08-02 03:10:09","15.5744","74.3571","395, Dhar Zila, Bhubaneswar 593800","Emergency 112","Critical","Closed","49093000000157061","49093000000157101","15.22","Vero dolorum ex impedit dolore quae illo corporis eveniet porro nemo debitis reprehenderit aliquid.","false"
"49093000000157533","49093000000013007","2026-06-28 13:23:29:077","2026-06-28 13:23:29:077","FIR-2026-00276","49093000000153087","49093000000157225","49093000000157250","49093000000155093","49093000000153052","49093000000155028","1","2025-08-03 02:16:12","2025-08-03 14:14:12","13.7447","74.4937","98/43, Iyengar, Baranagar 116125","Online","High","Open","49093000000157029","49093000000157139","33.35","Sunt ratione fugit voluptates corrupti id labore explicabo doloremque rerum eligendi id minus.","false"
"49093000000157534","49093000000013007","2026-06-28 13:23:29:077","2026-06-28 13:23:29:077","FIR-2026-00277","49093000000153096","49093000000157230","49093000000157250","49093000000155085","49093000000153070","49093000000155013","1","2026-04-28 04:54:16","2026-04-28 11:38:16","11.825","74.0789","019, Dewan Circle, Pali-266566","Phone","Low","Under Investigation","49093000000157167","49093000000157113","57.3","Quisquam quos facilis cumque consequatur doloremque beatae eius quas ea atque facere dolorem.","false"
"49093000000157535","49093000000013007","2026-06-28 13:23:29:077","2026-06-28 13:23:29:077","FIR-2026-00278","49093000000153089","49093000000157230","49093000000157244","49093000000155092","49093000000153049","49093000000155023","1","2024-11-27 22:22:40","2024-11-27 23:47:40","14.7884","77.7246","24/24, Patla Circle, Mumbai 152318","Online","Low","Under Investigation","49093000000157190","49093000000157090","17.06","Debitis soluta maiores molestiae delectus atque iure consectetur nam earum eveniet soluta facere aspernatur dignissimos.","true"
"49093000000157536","49093000000013007","2026-06-28 13:23:29:077","2026-06-28 13:23:29:077","FIR-2026-00279","49093000000153095","49093000000157232","49093000000157247","49093000000155089","49093000000153035","49093000000155012","1","2025-02-17 16:46:47","2025-02-17 23:54:47","11.7977","75.084","37/748, Bhardwaj Path, Bhagalpur-700012","Walk-in","Critical","Charge Sheet Filed","49093000000157169","49093000000157203","70.32","Officia voluptatibus est culpa impedit laudantium id alias recusandae iste provident facere eos sapiente maiores.","false"
"49093000000157537","49093000000013007","2026-06-28 13:23:29:077","2026-06-28 13:23:29:077","FIR-2026-00280","49093000000153094","49093000000157229","49093000000157249","49093000000155087","49093000000153022","49093000000155012","1","2026-05-03 22:03:11","2026-05-04 07:12:11","16.9652","77.5582","28, Bandi Ganj, Satara-102928","Walk-in","High","Under Investigation","49093000000157108","49093000000157197","56.9","Officiis placeat eaque fuga consectetur esse quidem nisi officiis quis distinctio dolores voluptas.","false"
"49093000000157538","49093000000013007","2026-06-28 13:23:29:078","2026-06-28 13:23:29:078","FIR-2026-00281","49093000000153088","49093000000157232","49093000000157248","49093000000155092","49093000000153073","49093000000155022","1","2025-08-10 12:49:09","2025-08-10 20:40:09","18.3044","77.7155","H.No. 72, Oza, Ongole 976333","Walk-in","Low","Under Investigation","49093000000157140","49093000000157039","15.31","Eveniet placeat animi enim at repellat similique labore dicta voluptatum.","false"
"49093000000157539","49093000000013007","2026-06-28 13:23:29:078","2026-06-28 13:23:29:078","FIR-2026-00282","49093000000153096","49093000000157232","49093000000157243","49093000000155085","49093000000153048","49093000000155035","1","2024-10-13 18:15:23","2024-10-14 02:23:23","17.8586","77.6873","423, Seshadri Marg, Sirsa-524802","Online","Critical","Open","49093000000157108","49093000000157129","91.26","Exercitationem ab itaque molestiae placeat nemo id aperiam.","true"
"49093000000157540","49093000000013007","2026-06-28 13:23:29:078","2026-06-28 13:23:29:078","FIR-2026-00283","49093000000153095","49093000000157228","49093000000157244","49093000000155088","49093000000153057","49093000000155011","1","2026-04-27 18:11:06","2026-04-28 03:00:06","14.9921","77.9648","H.No. 805, Mutti Path, Katihar-437862","Emergency 112","Medium","Under Investigation","49093000000157133","49093000000157113","85.94","Veritatis quod eos mollitia quidem totam corporis eveniet consequatur dolores fugit possimus velit incidunt adipisci.","true"
"49093000000157541","49093000000013007","2026-06-28 13:23:29:078","2026-06-28 13:23:29:078","FIR-2026-00284","49093000000153096","49093000000157233","49093000000157244","49093000000155093","49093000000153023","49093000000155023","1","2025-04-20 19:13:16","2025-04-21 06:46:16","14.0069","76.7033","96/75, Bajaj Street, Karaikudi 232208","Emergency 112","High","Under Investigation","49093000000157088","49093000000157094","15.56","Commodi mollitia exercitationem est delectus possimus illo eum ipsum natus est debitis cumque adipisci nam.","true"
"49093000000157542","49093000000013007","2026-06-28 13:23:29:078","2026-06-28 13:23:29:078","FIR-2026-00285","49093000000153094","49093000000157233","49093000000157248","49093000000155084","49093000000153065","49093000000155036","1","2026-05-25 22:28:49","2026-05-26 04:48:49","14.5788","75.6824","75, Bhardwaj Street, Bhiwani 752078","Emergency 112","Low","Charge Sheet Filed","49093000000157098","49093000000157161","19.88","Dolore molestiae voluptatibus repellendus aperiam eos consequuntur.","true"
"49093000000157543","49093000000013007","2026-06-28 13:23:29:078","2026-06-28 13:23:29:078","FIR-2026-00286","49093000000153092","49093000000157227","49093000000157244","49093000000155085","49093000000153058","49093000000155010","1","2025-11-26 17:05:02","2025-11-27 01:38:02","14.7587","76.451","19/57, Yogi Nagar, Gorakhpur-291058","Phone","Low","Under Investigation","49093000000157171","49093000000157190","64.38","Velit optio non veniam error ipsa itaque dolores iure nesciunt eos perferendis tempora doloribus voluptatum repellat.","true"
"49093000000157544","49093000000013007","2026-06-28 13:23:29:078","2026-06-28 13:23:29:078","FIR-2026-00287","49093000000153093","49093000000157233","49093000000157241","49093000000155086","49093000000153029","49093000000155021","1","2025-05-15 11:53:14","2025-05-15 18:04:14","18.2565","74.0119","170, Shenoy Ganj, Delhi-751804","Emergency 112","Medium","Charge Sheet Filed","49093000000157144","49093000000157041","8.56","Fugiat ea explicabo quas a qui minus tempora enim aperiam.","true"
"49093000000157545","49093000000013007","2026-06-28 13:23:29:078","2026-06-28 13:23:29:078","FIR-2026-00288","49093000000153092","49093000000157233","49093000000157243","49093000000155088","49093000000153069","49093000000155016","1","2024-08-28 07:13:49","2024-08-28 15:44:49","13.5784","76.0455","H.No. 716, Basu, Davanagere-665648","Walk-in","Medium","Closed","49093000000157173","49093000000157143","19.31","Cumque aliquid quis earum veniam quae itaque nulla eaque.","true"
"49093000000157546","49093000000013007","2026-06-28 13:23:29:078","2026-06-28 13:23:29:078","FIR-2026-00289","49093000000153089","49093000000157225","49093000000157244","49093000000155092","49093000000153028","49093000000155031","1","2024-08-07 01:34:09","2024-08-07 04:41:09","14.9881","75.8136","825, Padmanabhan Street, Fatehpur-081013","Emergency 112","Low","Under Investigation","49093000000157047","49093000000157061","43.72","Dolorem ipsam voluptas commodi fuga eaque quaerat voluptas tempore hic quam iste corrupti nihil magni eligendi.","true"
"49093000000157547","49093000000013007","2026-06-28 13:23:29:078","2026-06-28 13:23:29:078","FIR-2026-00290","49093000000153091","49093000000157227","49093000000157243","49093000000155087","49093000000153073","49093000000155031","1","2025-04-24 15:27:53","2025-04-24 16:23:53","11.6308","78.6283","H.No. 70, Kibe, Bidar 348184","Phone","Critical","Under Investigation","49093000000157058","49093000000157095","6.33","Praesentium nulla maxime earum autem excepturi dolor asperiores maiores quod dolores nostrum sint quas minus ducimus.","false"
"49093000000157548","49093000000013007","2026-06-28 13:23:29:078","2026-06-28 13:23:29:078","FIR-2026-00291","49093000000153089","49093000000157233","49093000000157241","49093000000155093","49093000000153065","49093000000155036","1","2024-08-14 20:14:36","2024-08-15 04:51:36","14.7072","74.1702","423, Mammen, Kochi 073156","Emergency 112","Medium","Charge Sheet Filed","49093000000157167","49093000000157214","38.61","Voluptatum excepturi distinctio provident non voluptatem repellendus tenetur eius.","false"
"49093000000157549","49093000000013007","2026-06-28 13:23:29:078","2026-06-28 13:23:29:078","FIR-2026-00292","49093000000153092","49093000000157232","49093000000157247","49093000000155089","49093000000153064","49093000000155024","1","2025-11-28 05:12:53","2025-11-28 06:32:53","12.9887","75.1312","33/22, Savant Street, Hubli–Dharwad-304274","Emergency 112","Critical","Closed","49093000000157213","49093000000157047","44.73","Quae natus iste reprehenderit possimus nihil quas necessitatibus.","false"
"49093000000157550","49093000000013007","2026-06-28 13:23:29:078","2026-06-28 13:23:29:078","FIR-2026-00293","49093000000153095","49093000000157229","49093000000157247","49093000000155089","49093000000153019","49093000000155036","1","2024-10-15 12:50:15","2024-10-15 17:11:15","12.8153","75.4176","H.No. 309, Kala Circle, Malda-810022","Walk-in","Low","Open","49093000000157067","49093000000157196","74.69","Suscipit adipisci reiciendis dolorem ratione aut ab ipsa veniam.","true"
"49093000000157551","49093000000013007","2026-06-28 13:23:29:079","2026-06-28 13:23:29:079","FIR-2026-00294","49093000000153092","49093000000157224","49093000000157245","49093000000155089","49093000000153023","49093000000155019","1","2024-08-07 17:02:20","2024-08-08 02:41:20","17.3774","77.3932","H.No. 638, Ganguly Ganj, Nagpur-682259","Walk-in","Medium","Open","49093000000157041","49093000000157211","52.5","Sunt sed nihil laborum nemo voluptatibus magnam.","false"
"49093000000157552","49093000000013007","2026-06-28 13:23:29:079","2026-06-28 13:23:29:079","FIR-2026-00295","49093000000153095","49093000000157227","49093000000157245","49093000000155089","49093000000153024","49093000000155015","1","2026-01-23 16:13:13","2026-01-23 19:57:13","15.3115","76.1718","52/70, Arora Marg, Tadipatri 770506","Emergency 112","Medium","Under Investigation","49093000000157053","49093000000157165","94.64","Eius dicta tempore fugit voluptatum nobis vero quo quia dignissimos porro tempora laboriosam.","true"
"49093000000157553","49093000000013007","2026-06-28 13:23:29:079","2026-06-28 13:23:29:079","FIR-2026-00296","49093000000153092","49093000000157230","49093000000157244","49093000000155088","49093000000153051","49093000000155021","1","2025-07-15 04:33:19","2025-07-15 07:25:19","14.8349","77.293","54/76, Mistry Path, Sirsa 823153","Walk-in","Medium","Closed","49093000000157064","49093000000157200","24.38","Aperiam adipisci corporis veniam eveniet dolore voluptate suscipit voluptatum.","false"
"49093000000157554","49093000000013007","2026-06-28 13:23:29:079","2026-06-28 13:23:29:079","FIR-2026-00297","49093000000153091","49093000000157228","49093000000157249","49093000000155089","49093000000153030","49093000000155027","1","2026-06-09 00:05:53","2026-06-09 00:35:53","16.425","74.2122","H.No. 08, Bhatt Road, Raebareli-336878","Online","High","Under Investigation","49093000000157099","49093000000157103","72.69","Expedita voluptatibus architecto nisi ducimus dolor natus nam aut neque numquam rem totam doloremque nobis.","false"
"49093000000157555","49093000000013007","2026-06-28 13:23:29:079","2026-06-28 13:23:29:079","FIR-2026-00298","49093000000153095","49093000000157233","49093000000157243","49093000000155085","49093000000153042","49093000000155035","1","2024-07-06 01:42:55","2024-07-06 08:24:55","13.8351","75.779","18, Tank Circle, Naihati-256908","Phone","High","Charge Sheet Filed","49093000000157033","49093000000157133","30.75","Exercitationem voluptate ipsa recusandae eligendi omnis aut quis perferendis veniam blanditiis facere praesentium.","false"
"49093000000157556","49093000000013007","2026-06-28 13:23:29:079","2026-06-28 13:23:29:079","FIR-2026-00299","49093000000153091","49093000000157226","49093000000157246","49093000000155086","49093000000153033","49093000000155036","1","2024-07-26 10:55:57","2024-07-26 17:42:57","14.543","74.971","36/58, Subramanian Chowk, Tirunelveli 007907","Emergency 112","High","Under Investigation","49093000000157195","49093000000157204","46.08","Eius consequuntur eum culpa deserunt doloremque nihil.","false"
"49093000000157557","49093000000013007","2026-06-28 13:23:29:079","2026-06-28 13:23:29:079","FIR-2026-00300","49093000000153090","49093000000157227","49093000000157249","49093000000155088","49093000000153021","49093000000155022","1","2025-02-14 22:54:12","2025-02-15 00:15:12","12.9783","77.015","H.No. 74, Behl, Anand-880943","Emergency 112","High","Charge Sheet Filed","49093000000157034","49093000000157174","80.84","Dolores beatae eius accusantium iure quo magnam distinctio.","true"
"49093000000157558","49093000000013007","2026-06-28 13:23:29:079","2026-06-28 13:23:29:079","FIR-2026-00301","49093000000153092","49093000000157228","49093000000157248","49093000000155086","49093000000153053","49093000000155024","1","2024-06-30 21:24:15","2024-06-30 21:45:15","12.7348","75.3851","217, Brahmbhatt Circle, Jamalpur-049610","Emergency 112","Critical","Charge Sheet Filed","49093000000157087","49093000000157080","64.97","Nemo impedit sint natus cum tempore officiis atque impedit quidem.","true"
"49093000000157559","49093000000013007","2026-06-28 13:23:29:079","2026-06-28 13:23:29:079","FIR-2026-00302","49093000000153089","49093000000157231","49093000000157246","49093000000155092","49093000000153075","49093000000155027","1","2025-05-24 16:04:50","2025-05-25 00:11:50","16.2665","77.7327","40, Krish Road, Panihati 830822","Online","Medium","Under Investigation","49093000000157158","49093000000157161","11.57","Provident earum dicta nam corporis accusantium non quaerat.","true"
"49093000000157560","49093000000013007","2026-06-28 13:23:29:079","2026-06-28 13:23:29:079","FIR-2026-00303","49093000000153088","49093000000157226","49093000000157248","49093000000155091","49093000000153061","49093000000155012","1","2025-08-27 00:36:42","2025-08-27 11:07:42","15.7644","76.1327","33/282, Divan Zila, Jaipur 575514","Online","Critical","Open","49093000000157052","49093000000157034","40.17","Tempore deleniti necessitatibus nostrum impedit laudantium placeat unde odio qui dolores.","false"
"49093000000157561","49093000000013007","2026-06-28 13:23:29:079","2026-06-28 13:23:29:079","FIR-2026-00304","49093000000153090","49093000000157224","49093000000157245","49093000000155085","49093000000153077","49093000000155034","1","2025-12-25 05:10:28","2025-12-25 09:53:28","12.0204","74.066","H.No. 98, Grover Path, Vijayawada 126258","Emergency 112","High","Under Investigation","49093000000157082","49093000000157198","10.68","Fuga excepturi enim inventore possimus tenetur aliquid.","true"
"49093000000157562","49093000000013007","2026-06-28 13:23:29:079","2026-06-28 13:23:29:079","FIR-2026-00305","49093000000153095","49093000000157226","49093000000157241","49093000000155091","49093000000153055","49093000000155028","1","2025-06-17 03:45:36","2025-06-17 06:06:36","15.5415","77.8581","H.No. 756, Badami Path, Malda-838685","Online","Low","Under Investigation","49093000000157207","49093000000157142","74.08","Rerum architecto rem aliquid incidunt ducimus deleniti doloribus ipsam suscipit.","false"
"49093000000157563","49093000000013007","2026-06-28 13:23:29:079","2026-06-28 13:23:29:079","FIR-2026-00306","49093000000153090","49093000000157229","49093000000157246","49093000000155092","49093000000153021","49093000000155011","1","2025-01-11 09:18:13","2025-01-11 14:55:13","15.9939","78.1123","68/478, Kulkarni Circle, Thiruvananthapuram-271005","Walk-in","Low","Charge Sheet Filed","49093000000157039","49093000000157108","29.93","Fugiat illum itaque numquam tempora enim magni suscipit aliquam non totam quasi quo non porro.","false"
"49093000000157564","49093000000013007","2026-06-28 13:23:29:080","2026-06-28 13:23:29:080","FIR-2026-00307","49093000000153094","49093000000157224","49093000000157241","49093000000155090","49093000000153054","49093000000155031","1","2024-11-11 07:18:34","2024-11-11 07:43:34","11.6313","74.38","574, Verma Road, Tirupati 377959","Walk-in","Medium","Open","49093000000157166","49093000000157174","78.5","Ad ut aperiam eos quasi voluptates earum saepe accusamus vitae labore ipsum sed voluptatibus.","true"
"49093000000157565","49093000000013007","2026-06-28 13:23:29:080","2026-06-28 13:23:29:080","FIR-2026-00308","49093000000153087","49093000000157228","49093000000157243","49093000000155089","49093000000153064","49093000000155022","1","2025-02-13 22:22:31","2025-02-14 01:15:31","14.3567","74.6052","87/224, Saini Nagar, Raichur 618064","Walk-in","Low","Charge Sheet Filed","49093000000157171","49093000000157171","49.61","Fugit quo nemo ut rem tenetur accusantium quam.","true"
"49093000000157566","49093000000013007","2026-06-28 13:23:29:080","2026-06-28 13:23:29:080","FIR-2026-00309","49093000000153094","49093000000157230","49093000000157245","49093000000155089","49093000000153046","49093000000155015","1","2025-10-10 23:11:49","2025-10-11 08:32:49","15.1923","75.8218","H.No. 299, Toor Street, Panchkula 806895","Phone","Critical","Open","49093000000157172","49093000000157112","76.11","Praesentium tenetur repudiandae dolorum blanditiis ipsam omnis esse.","true"
"49093000000157567","49093000000013007","2026-06-28 13:23:29:080","2026-06-28 13:23:29:080","FIR-2026-00310","49093000000153089","49093000000157226","49093000000157248","49093000000155087","49093000000153018","49093000000155026","1","2024-11-14 06:02:00","2024-11-14 10:54:00","18.3735","78.5577","05, Saha Nagar, Amroha 108789","Emergency 112","Low","Charge Sheet Filed","49093000000157085","49093000000157090","6.58","Voluptas sapiente magnam sed sint perferendis incidunt suscipit.","true"
"49093000000157568","49093000000013007","2026-06-28 13:23:29:080","2026-06-28 13:23:29:080","FIR-2026-00311","49093000000153091","49093000000157225","49093000000157249","49093000000155093","49093000000153076","49093000000155026","1","2026-04-18 17:42:21","2026-04-18 23:40:21","16.6246","77.2138","57/16, Konda Path, Haldia 627286","Phone","High","Closed","49093000000157126","49093000000157046","28.43","Quam quae autem et vero dolorum tempore similique debitis eveniet illum quis sed.","true"
"49093000000157569","49093000000013007","2026-06-28 13:23:29:080","2026-06-28 13:23:29:080","FIR-2026-00312","49093000000153087","49093000000157224","49093000000157248","49093000000155084","49093000000153023","49093000000155026","1","2025-05-26 02:31:41","2025-05-26 14:17:41","16.3294","77.3428","924, Bhardwaj Ganj, Ambarnath-816701","Walk-in","Medium","Under Investigation","49093000000157159","49093000000157121","48.96","Sapiente harum repellat nisi vitae itaque illum.","false"
"49093000000157570","49093000000013007","2026-06-28 13:23:29:080","2026-06-28 13:23:29:080","FIR-2026-00313","49093000000153096","49093000000157227","49093000000157242","49093000000155092","49093000000153023","49093000000155025","1","2025-11-01 00:55:22","2025-11-01 04:42:22","12.2353","75.6447","H.No. 856, Mody Road, Khora  325380","Emergency 112","Critical","Closed","49093000000157159","49093000000157081","89.31","Accusamus voluptas dicta reprehenderit fugiat non tempora voluptas quae iusto natus odio quae quae modi repudiandae.","true"
"49093000000157571","49093000000013007","2026-06-28 13:23:29:080","2026-06-28 13:23:29:080","FIR-2026-00314","49093000000153092","49093000000157227","49093000000157242","49093000000155085","49093000000153017","49093000000155035","1","2025-12-17 14:47:28","2025-12-17 17:52:28","17.0878","75.9048","51/336, Kaur Nagar, Dhanbad-395728","Phone","Low","Charge Sheet Filed","49093000000157136","49093000000157133","78.28","Corrupti sint debitis nulla unde reiciendis non doloremque.","false"
"49093000000157572","49093000000013007","2026-06-28 13:23:29:080","2026-06-28 13:23:29:080","FIR-2026-00315","49093000000153094","49093000000157230","49093000000157243","49093000000155090","49093000000153043","49093000000155011","1","2026-05-09 03:24:45","2026-05-09 04:53:45","17.413","76.3854","H.No. 197, Kata Chowk, Pondicherry-184885","Walk-in","Medium","Charge Sheet Filed","49093000000157103","49093000000157120","7.34","Nemo non doloribus amet laboriosam cum pariatur alias velit.","false"
"49093000000157573","49093000000013007","2026-06-28 13:23:29:080","2026-06-28 13:23:29:080","FIR-2026-00316","49093000000153096","49093000000157228","49093000000157244","49093000000155085","49093000000153061","49093000000155020","1","2024-07-08 03:46:28","2024-07-08 14:12:28","14.7591","77.0161","07/52, Sood Marg, Ghaziabad 940683","Online","High","Open","49093000000157029","49093000000157182","60.1","Rem nihil similique culpa veniam voluptatum libero.","true"
"49093000000157574","49093000000013007","2026-06-28 13:23:29:080","2026-06-28 13:23:29:080","FIR-2026-00317","49093000000153089","49093000000157225","49093000000157250","49093000000155093","49093000000153065","49093000000155006","1","2025-09-28 11:28:49","2025-09-28 17:17:49","14.9852","75.1437","70/681, Nori, Berhampore-575230","Online","Medium","Closed","49093000000157109","49093000000157203","55.6","Veritatis officiis consequatur neque saepe ut illum occaecati enim sapiente autem eos accusantium quidem.","true"
"49093000000157575","49093000000013007","2026-06-28 13:23:29:080","2026-06-28 13:23:29:080","FIR-2026-00318","49093000000153094","49093000000157233","49093000000157242","49093000000155091","49093000000153035","49093000000155008","1","2024-10-09 11:32:51","2024-10-09 14:37:51","17.3724","74.6799","H.No. 145, Andra Nagar, Madurai-833323","Emergency 112","Medium","Charge Sheet Filed","49093000000157213","49093000000157032","38.74","Quasi tenetur dolorem culpa laboriosam corrupti itaque veniam laudantium id neque.","false"
"49093000000157576","49093000000013007","2026-06-28 13:23:29:081","2026-06-28 13:23:29:081","FIR-2026-00319","49093000000153092","49093000000157229","49093000000157242","49093000000155088","49093000000153037","49093000000155022","1","2025-10-10 22:12:37","2025-10-11 00:15:37","15.9483","74.2786","H.No. 64, Krishna Ganj, Naihati 965941","Online","High","Under Investigation","49093000000157172","49093000000157087","30.66","Unde ipsa earum molestias eum recusandae cum fuga tempore impedit assumenda at aperiam minima numquam.","true"
"49093000000157577","49093000000013007","2026-06-28 13:23:29:081","2026-06-28 13:23:29:081","FIR-2026-00320","49093000000153096","49093000000157227","49093000000157248","49093000000155086","49093000000153019","49093000000155010","1","2024-07-14 00:03:51","2024-07-14 03:14:51","17.3088","76.6137","H.No. 207, Kurian Nagar, Hajipur-330374","Emergency 112","Medium","Open","49093000000157047","49093000000157157","30.24","Temporibus voluptatem ipsum quo perferendis dicta delectus consectetur.","false"
"49093000000157578","49093000000013007","2026-06-28 13:23:29:081","2026-06-28 13:23:29:081","FIR-2026-00321","49093000000153089","49093000000157225","49093000000157245","49093000000155086","49093000000153051","49093000000155031","1","2025-03-16 20:08:19","2025-03-16 21:19:19","14.6172","77.9907","H.No. 47, Muni Nagar, Panvel-864463","Phone","Medium","Closed","49093000000157155","49093000000157046","64.1","Praesentium deleniti reprehenderit fugiat provident corrupti earum laboriosam.","false"
"49093000000157579","49093000000013007","2026-06-28 13:23:29:081","2026-06-28 13:23:29:081","FIR-2026-00322","49093000000153090","49093000000157232","49093000000157245","49093000000155090","49093000000153035","49093000000155011","1","2024-07-26 01:53:16","2024-07-26 08:15:16","15.5257","75.5966","H.No. 182, Nair Marg, Jalgaon 156271","Emergency 112","Medium","Charge Sheet Filed","49093000000157213","49093000000157164","90.67","Adipisci est quia animi occaecati nam qui officia aliquid.","false"
"49093000000157580","49093000000013007","2026-06-28 13:23:29:081","2026-06-28 13:23:29:081","FIR-2026-00323","49093000000153093","49093000000157225","49093000000157244","49093000000155086","49093000000153032","49093000000155036","1","2026-06-12 05:05:27","2026-06-12 05:48:27","18.0218","75.126","H.No. 24, Bhagat Path, Gandhidham 250596","Phone","High","Closed","49093000000157158","49093000000157049","94.28","Numquam perferendis nesciunt corporis minus repellendus laudantium temporibus nam sequi sit dolores similique.","true"
