"ROWID","CREATORID","CREATEDTIME","MODIFIEDTIME","case_rowid","accused_rowid","arrest_type","arrest_datetime","arrest_location","arresting_officer_rowid","remarks"
"49093000000164629","49093000000013007","2026-06-28 14:03:59:447","2026-06-28 14:03:59:447","49093000000157487","49093000000164096","Surrender","2026-03-24 03:25:16","Sambhal","49093000000157079","Unde natus eius aliquam inventore voluptatum incidunt."
"49093000000164630","49093000000013007","2026-06-28 14:03:59:447","2026-06-28 14:03:59:447","49093000000157488","49093000000164097","Arrest","2026-06-03 19:27:59","Coimbatore","49093000000157190","Et architecto cupiditate eius rerum quia ipsum blanditiis."
"49093000000164631","49093000000013007","2026-06-28 14:03:59:447","2026-06-28 14:03:59:447","49093000000157489","49093000000164098","Arrest","2025-12-11 00:05:48","Nagpur","49093000000157131","Nemo repudiandae corporis illum corrupti ut dolore porro architecto ducimus."
"49093000000164632","49093000000013007","2026-06-28 14:03:59:447","2026-06-28 14:03:59:447","49093000000157489","49093000000164099","Surrender","2025-06-08 10:05:33","Ramagundam","49093000000157061","Sed optio omnis recusandae iusto eaque aliquid earum nostrum optio."
"49093000000164633","49093000000013007","2026-06-28 14:03:59:447","2026-06-28 14:03:59:447","49093000000157490","49093000000164100","Preventive Arrest","2026-06-24 12:33:39","Durgapur","49093000000157055","Architecto facilis placeat ducimus non ducimus a delectus deserunt dicta."
"49093000000164634","49093000000013007","2026-06-28 14:03:59:447","2026-06-28 14:03:59:447","49093000000157494","49093000000164101","Surrender","2024-09-05 13:34:25","Hospet","49093000000157125","Fuga occaecati similique laborum officia dolor omnis quos blanditiis earum."
"49093000000164635","49093000000013007","2026-06-28 14:03:59:447","2026-06-28 14:03:59:447","49093000000157496","49093000000164102","Arrest","2026-05-06 18:47:17","Jorhat","49093000000157195","At voluptatem eos aspernatur aperiam omnis."
"49093000000164636","49093000000013007","2026-06-28 14:03:59:447","2026-06-28 14:03:59:447","49093000000157498","49093000000164103","Surrender","2025-04-04 20:55:21","Khammam","49093000000157175","Dolorem distinctio suscipit animi dolorem quasi deserunt saepe et."
"49093000000164637","49093000000013007","2026-06-28 14:03:59:447","2026-06-28 14:03:59:447","49093000000157499","49093000000164104","Preventive Arrest","2026-04-24 05:34:53","Bally","49093000000157052","Adipisci facere corrupti ex quos illum nam ratione facilis tenetur."
"49093000000164638","49093000000013007","2026-06-28 14:03:59:447","2026-06-28 14:03:59:447","49093000000157501","49093000000164105","Preventive Arrest","2024-09-02 20:41:40","Jaunpur","49093000000157114","Et consectetur officia repudiandae dolores saepe ad sunt."
"49093000000164639","49093000000013007","2026-06-28 14:03:59:447","2026-06-28 14:03:59:447","49093000000157501","49093000000164106","Arrest","2025-10-16 13:55:56","Medininagar","49093000000157112","Provident dolorem perferendis numquam cupiditate iure."
"49093000000164640","49093000000013007","2026-06-28 14:03:59:447","2026-06-28 14:03:59:447","49093000000157502","49093000000164107","Surrender","2026-01-15 19:35:01","Imphal","49093000000157029","Non voluptas occaecati ratione alias nostrum ex neque ipsa."
"49093000000164641","49093000000013007","2026-06-28 14:03:59:447","2026-06-28 14:03:59:447","49093000000157502","49093000000164108","Preventive Arrest","2025-01-30 09:09:34","Jehanabad","49093000000157078","Fugiat facilis iusto similique accusantium provident minus."
"49093000000164642","49093000000013007","2026-06-28 14:03:59:447","2026-06-28 14:03:59:447","49093000000157503","49093000000164109","Arrest","2025-03-27 10:05:48","Nagpur","49093000000157211","Sapiente quidem adipisci quo vitae molestias quam sapiente."
"49093000000164643","49093000000013007","2026-06-28 14:03:59:447","2026-06-28 14:03:59:447","49093000000157503","49093000000164110","Arrest","2024-07-31 07:51:00","Bhimavaram","49093000000157130","Incidunt nesciunt aliquid quasi ea adipisci."
"49093000000164644","49093000000013007","2026-06-28 14:03:59:447","2026-06-28 14:03:59:447","49093000000157505","49093000000164111","Arrest","2026-01-18 23:41:34","Ballia","49093000000157183","Repellat modi animi eos quam officia maiores beatae minus."
"49093000000164645","49093000000013007","2026-06-28 14:03:59:447","2026-06-28 14:03:59:447","49093000000157506","49093000000164112","Surrender","2026-03-30 02:52:56","Singrauli","49093000000157175","Reiciendis exercitationem minima quisquam adipisci iusto optio veniam."
"49093000000164646","49093000000013007","2026-06-28 14:03:59:448","2026-06-28 14:03:59:448","49093000000157506","49093000000164113","Arrest","2024-09-26 16:43:26","Etawah","49093000000157066","At nam quaerat atque quaerat maxime laborum unde."
"49093000000164647","49093000000013007","2026-06-28 14:03:59:448","2026-06-28 14:03:59:448","49093000000157507","49093000000164114","Arrest","2024-09-07 23:00:32","Mangalore","49093000000157117","Accusantium ab architecto accusantium cupiditate totam perspiciatis ducimus."
"49093000000164648","49093000000013007","2026-06-28 14:03:59:448","2026-06-28 14:03:59:448","49093000000157507","49093000000164115","Surrender","2025-08-17 18:23:50","Kishanganj","49093000000157187","Quo similique reprehenderit deserunt corrupti quidem aut reprehenderit odio deleniti voluptas fugit quod."
"49093000000164649","49093000000013007","2026-06-28 14:03:59:448","2026-06-28 14:03:59:448","49093000000157508","49093000000164116","Arrest","2025-08-01 05:00:28","Sambhal","49093000000157080","Exercitationem perspiciatis illo impedit qui error nostrum vitae porro modi necessitatibus deserunt."
"49093000000164650","49093000000013007","2026-06-28 14:03:59:448","2026-06-28 14:03:59:448","49093000000157509","49093000000164117","Surrender","2024-09-27 23:22:27","Hindupur","49093000000157055","Saepe et modi ipsum quod voluptatem eaque modi similique."
"49093000000164651","49093000000013007","2026-06-28 14:03:59:448","2026-06-28 14:03:59:448","49093000000157510","49093000000164118","Preventive Arrest","2024-12-30 03:38:47","Warangal","49093000000157201","Odio unde nisi laudantium repellendus beatae."
"49093000000164652","49093000000013007","2026-06-28 14:03:59:448","2026-06-28 14:03:59:448","49093000000157510","49093000000164119","Arrest","2025-09-30 09:49:58","Bijapur","49093000000157142","Possimus consectetur sint mollitia atque eos non ab non veniam accusamus omnis exercitationem."
"49093000000164653","49093000000013007","2026-06-28 14:03:59:448","2026-06-28 14:03:59:448","49093000000157511","49093000000164120","Surrender","2026-06-15 10:50:17","Purnia","49093000000157185","Esse sint nulla soluta nobis repellendus deserunt."
"49093000000164654","49093000000013007","2026-06-28 14:03:59:448","2026-06-28 14:03:59:448","49093000000157512","49093000000164121","Surrender","2025-10-18 12:45:00","Mau","49093000000157179","Magni nemo corrupti ipsum culpa non porro recusandae consectetur sed omnis officiis."
"49093000000164655","49093000000013007","2026-06-28 14:03:59:448","2026-06-28 14:03:59:448","49093000000157513","49093000000164122","Surrender","2025-07-20 13:10:14","Thiruvananthapuram","49093000000157058","Consequuntur voluptates repudiandae suscipit quidem saepe maiores deleniti quas."
"49093000000164656","49093000000013007","2026-06-28 14:03:59:448","2026-06-28 14:03:59:448","49093000000157515","49093000000164123","Preventive Arrest","2026-06-12 18:20:12","Alappuzha","49093000000157080","Harum voluptatem eos placeat sed cum officia."
"49093000000164657","49093000000013007","2026-06-28 14:03:59:448","2026-06-28 14:03:59:448","49093000000157516","49093000000164124","Preventive Arrest","2025-04-11 21:14:56","Jabalpur","49093000000157195","Quidem harum quos veniam minima quasi nihil culpa laudantium."
"49093000000164658","49093000000013007","2026-06-28 14:03:59:448","2026-06-28 14:03:59:448","49093000000157516","49093000000164125","Surrender","2026-03-23 14:30:51","Haridwar","49093000000157160","Hic labore voluptatum quis consequatur necessitatibus dolores asperiores vero repellat."
"49093000000164659","49093000000013007","2026-06-28 14:03:59:448","2026-06-28 14:03:59:448","49093000000157517","49093000000164126","Surrender","2025-06-08 10:56:14","Pimpri-Chinchwad","49093000000157150","Autem perferendis dolores debitis vel eius explicabo aliquam nam."
"49093000000164660","49093000000013007","2026-06-28 14:03:59:448","2026-06-28 14:03:59:448","49093000000157518","49093000000164127","Surrender","2025-05-28 18:22:34","Singrauli","49093000000157168","Harum beatae vel atque ad eveniet."
"49093000000164661","49093000000013007","2026-06-28 14:03:59:448","2026-06-28 14:03:59:448","49093000000157518","49093000000164128","Preventive Arrest","2025-06-15 03:57:19","Chandigarh","49093000000157134","Odio repellendus eos molestias minima veritatis provident facere."
"49093000000164662","49093000000013007","2026-06-28 14:03:59:449","2026-06-28 14:03:59:449","49093000000157520","49093000000164129","Arrest","2026-02-09 13:39:20","Solapur","49093000000157079","Ex expedita tempora repudiandae perferendis ullam laborum et."
"49093000000164663","49093000000013007","2026-06-28 14:03:59:449","2026-06-28 14:03:59:449","49093000000157520","49093000000164130","Preventive Arrest","2025-02-11 16:18:10","Rourkela","49093000000157073","Amet rerum praesentium non labore nesciunt cumque quos dolorum."
"49093000000164664","49093000000013007","2026-06-28 14:03:59:449","2026-06-28 14:03:59:449","49093000000157521","49093000000164131","Surrender","2024-12-30 12:00:53","Sri Ganganagar","49093000000157111","Dolorum quo sit pariatur totam autem atque accusamus corrupti architecto."
"49093000000164665","49093000000013007","2026-06-28 14:03:59:449","2026-06-28 14:03:59:449","49093000000157521","49093000000164132","Arrest","2026-06-10 03:14:30","Sambalpur","49093000000157202","Amet libero minima placeat repellendus amet reiciendis incidunt laborum ullam mollitia culpa."
"49093000000164666","49093000000013007","2026-06-28 14:03:59:449","2026-06-28 14:03:59:449","49093000000157522","49093000000164133","Arrest","2025-02-07 15:41:32","Gudivada","49093000000157042","Quae doloribus maiores perferendis labore voluptatibus atque nulla accusamus quaerat sequi."
"49093000000164667","49093000000013007","2026-06-28 14:03:59:449","2026-06-28 14:03:59:449","49093000000157522","49093000000164134","Preventive Arrest","2025-11-26 13:11:50","Sagar","49093000000157153","Velit recusandae animi laborum nihil nemo eveniet velit est minus."
"49093000000164668","49093000000013007","2026-06-28 14:03:59:449","2026-06-28 14:03:59:449","49093000000157523","49093000000164135","Surrender","2025-09-19 06:41:53","Bangalore","49093000000157121","Beatae amet cum aperiam veritatis esse nihil deleniti natus."
"49093000000164669","49093000000013007","2026-06-28 14:03:59:449","2026-06-28 14:03:59:449","49093000000157523","49093000000164136","Surrender","2026-04-06 14:44:58","Barasat","49093000000157187","Veritatis labore esse odio possimus voluptates quisquam quae error."
"49093000000164670","49093000000013007","2026-06-28 14:03:59:449","2026-06-28 14:03:59:449","49093000000157526","49093000000164137","Surrender","2024-11-18 17:28:08","Rampur","49093000000157087","Natus ratione sit id dolor eum."
"49093000000164671","49093000000013007","2026-06-28 14:03:59:449","2026-06-28 14:03:59:449","49093000000157526","49093000000164138","Arrest","2024-11-03 16:39:32","Muzaffarpur","49093000000157036","Soluta recusandae consectetur qui ipsam magni."
"49093000000164672","49093000000013007","2026-06-28 14:03:59:449","2026-06-28 14:03:59:449","49093000000157527","49093000000164139","Preventive Arrest","2026-05-04 19:55:02","Raichur","49093000000157166","Expedita fugit fuga tempore adipisci quod nemo suscipit perferendis culpa quia."
"49093000000164673","49093000000013007","2026-06-28 14:03:59:449","2026-06-28 14:03:59:449","49093000000157527","49093000000164140","Surrender","2025-11-15 13:22:18","Raebareli","49093000000157042","Voluptatem fugit quod harum aliquam neque necessitatibus vero quod ad."
"49093000000164674","49093000000013007","2026-06-28 14:03:59:449","2026-06-28 14:03:59:449","49093000000157528","49093000000164141","Surrender","2026-01-23 23:34:07","Latur","49093000000157039","Alias reprehenderit hic accusamus dolores porro."
"49093000000164675","49093000000013007","2026-06-28 14:03:59:449","2026-06-28 14:03:59:449","49093000000157529","49093000000164142","Preventive Arrest","2025-07-22 10:18:01","Noida","49093000000157207","Ducimus delectus aliquid quasi qui illo optio."
"49093000000164676","49093000000013007","2026-06-28 14:03:59:450","2026-06-28 14:03:59:450","49093000000157529","49093000000164143","Arrest","2024-10-06 08:44:11","Gorakhpur","49093000000157177","Asperiores tenetur laboriosam libero recusandae iure reiciendis doloribus asperiores ea necessitatibus."
"49093000000164677","49093000000013007","2026-06-28 14:03:59:450","2026-06-28 14:03:59:450","49093000000157530","49093000000164144","Arrest","2025-04-13 16:13:10","Saharanpur","49093000000157087","Culpa rem minus minima mollitia commodi minima qui."
"49093000000164678","49093000000013007","2026-06-28 14:03:59:450","2026-06-28 14:03:59:450","49093000000157531","49093000000164145","Arrest","2025-04-02 08:47:19","Gwalior","49093000000157030","Rem veniam fugit nobis blanditiis magnam ad illum dicta hic asperiores."
"49093000000164679","49093000000013007","2026-06-28 14:03:59:450","2026-06-28 14:03:59:450","49093000000157532","49093000000164146","Surrender","2025-03-04 00:41:45","Pali","49093000000157150","Porro aspernatur magnam quo nihil modi."
"49093000000164680","49093000000013007","2026-06-28 14:03:59:450","2026-06-28 14:03:59:450","49093000000157532","49093000000164147","Preventive Arrest","2026-03-21 18:59:27","Vijayawada","49093000000157095","Quidem aliquid voluptatem autem atque ipsam cum similique suscipit."
"49093000000164681","49093000000013007","2026-06-28 14:03:59:450","2026-06-28 14:03:59:450","49093000000157535","49093000000164148","Preventive Arrest","2024-12-22 14:30:11","Barasat","49093000000157044","Eos architecto et beatae ad cumque id reprehenderit pariatur illum illum sed eius."
"49093000000164682","49093000000013007","2026-06-28 14:03:59:450","2026-06-28 14:03:59:450","49093000000157543","49093000000164149","Arrest","2024-12-01 20:45:28","Hubli–Dharwad","49093000000157063","Quaerat incidunt ad fugit incidunt placeat nulla consequuntur."
"49093000000164683","49093000000013007","2026-06-28 14:03:59:450","2026-06-28 14:03:59:450","49093000000157546","49093000000164150","Surrender","2025-01-19 08:27:04","Raichur","49093000000157061","Assumenda eaque illo cupiditate dolores placeat laboriosam impedit repellat mollitia sit sunt."
"49093000000164684","49093000000013007","2026-06-28 14:03:59:450","2026-06-28 14:03:59:450","49093000000157547","49093000000164151","Surrender","2026-01-11 17:46:01","Eluru","49093000000157155","At illum dolor corrupti tenetur eaque temporibus saepe sed reprehenderit temporibus."
"49093000000164685","49093000000013007","2026-06-28 14:03:59:450","2026-06-28 14:03:59:450","49093000000157547","49093000000164152","Preventive Arrest","2026-06-08 20:15:37","Bhavnagar","49093000000157124","Expedita consequatur aut voluptate consectetur earum magnam nulla quaerat."
"49093000000164686","49093000000013007","2026-06-28 14:03:59:450","2026-06-28 14:03:59:450","49093000000157548","49093000000164153","Preventive Arrest","2025-09-20 13:44:32","Ambarnath","49093000000157173","Maxime voluptatum est beatae aliquam vel quae quaerat odit."
"49093000000164687","49093000000013007","2026-06-28 14:03:59:450","2026-06-28 14:03:59:450","49093000000157549","49093000000164154","Preventive Arrest","2025-10-02 20:26:11","Kamarhati","49093000000157037","Reiciendis maxime esse aliquid sed atque suscipit reiciendis corporis illum omnis aperiam odio."
"49093000000164688","49093000000013007","2026-06-28 14:03:59:450","2026-06-28 14:03:59:450","49093000000157551","49093000000164155","Preventive Arrest","2024-09-11 06:20:43","Dibrugarh","49093000000157045","Saepe dolor expedita id ea pariatur vel."
"49093000000164689","49093000000013007","2026-06-28 14:03:59:450","2026-06-28 14:03:59:450","49093000000157551","49093000000164156","Surrender","2025-10-20 14:17:53","Munger","49093000000157064","Atque exercitationem explicabo hic illo atque rem asperiores quibusdam ratione ad dignissimos."
"49093000000164690","49093000000013007","2026-06-28 14:03:59:450","2026-06-28 14:03:59:450","49093000000157552","49093000000164157","Arrest","2025-11-16 22:51:25","Gaya","49093000000157031","Suscipit eius id nisi molestiae provident."
"49093000000164691","49093000000013007","2026-06-28 14:03:59:450","2026-06-28 14:03:59:450","49093000000157554","49093000000164158","Surrender","2026-03-09 02:14:48","Solapur","49093000000157043","Odit cupiditate explicabo deserunt repudiandae fugit numquam magni reprehenderit temporibus aliquid."
"49093000000164692","49093000000013007","2026-06-28 14:03:59:450","2026-06-28 14:03:59:450","49093000000157556","49093000000164159","Arrest","2026-02-17 16:03:16","Phusro","49093000000157130","Accusantium officiis culpa voluptatem qui nisi maiores eveniet cumque."
"49093000000164693","49093000000013007","2026-06-28 14:03:59:450","2026-06-28 14:03:59:450","49093000000157556","49093000000164160","Surrender","2024-11-26 20:39:11","Warangal","49093000000157139","Impedit nisi deleniti eius sint adipisci numquam vel quasi temporibus."
"49093000000164694","49093000000013007","2026-06-28 14:03:59:450","2026-06-28 14:03:59:450","49093000000157559","49093000000164161","Arrest","2025-05-26 14:52:08","Munger","49093000000157144","Eum excepturi unde tempora quod culpa quo praesentium impedit magni labore."
"49093000000164695","49093000000013007","2026-06-28 14:03:59:450","2026-06-28 14:03:59:450","49093000000157559","49093000000164162","Preventive Arrest","2025-05-11 11:58:25","Hubli–Dharwad","49093000000157090","Eveniet autem repellat culpa dicta sequi impedit doloremque mollitia alias quaerat voluptatum officiis."
"49093000000164696","49093000000013007","2026-06-28 14:03:59:450","2026-06-28 14:03:59:450","49093000000157560","49093000000164163","Arrest","2026-06-20 10:49:25","Rourkela","49093000000157148","Possimus incidunt sequi mollitia delectus impedit exercitationem non veritatis error deleniti adipisci."
"49093000000164697","49093000000013007","2026-06-28 14:03:59:450","2026-06-28 14:03:59:450","49093000000157561","49093000000164164","Surrender","2024-07-05 20:32:34","Bhubaneswar","49093000000157034","Neque vel dolores voluptatum cumque eos iste officiis."
"49093000000164698","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157561","49093000000164165","Preventive Arrest","2025-12-31 14:00:05","Ajmer","49093000000157115","Eos pariatur sint veritatis similique aliquid explicabo autem ea beatae vitae."
"49093000000164699","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157562","49093000000164166","Arrest","2024-12-24 08:37:36","Proddatur","49093000000157188","Ipsam voluptatem illum officiis optio vel."
"49093000000164700","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157563","49093000000164167","Arrest","2025-09-25 13:27:16","Jamshedpur","49093000000157212","Sed debitis ut tempora ut provident iure officia."
"49093000000164701","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157564","49093000000164168","Preventive Arrest","2025-04-26 19:07:42","Pimpri-Chinchwad","49093000000157075","Dolorem ut dicta consequatur ipsum officiis porro possimus illo veritatis."
"49093000000164702","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157565","49093000000164169","Preventive Arrest","2025-03-03 15:39:09","Giridih","49093000000157154","Tenetur consectetur minus laboriosam magnam possimus architecto."
"49093000000164703","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157565","49093000000164170","Surrender","2024-09-21 19:43:18","Madhyamgram","49093000000157151","Eos excepturi iusto repellat et quisquam sunt amet consectetur id amet fugit nobis ipsam."
"49093000000164704","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157566","49093000000164171","Preventive Arrest","2025-01-18 13:40:10","Pali","49093000000157043","Veniam tenetur aliquam asperiores voluptatem expedita vero est numquam non distinctio maxime."
"49093000000164705","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157568","49093000000164172","Preventive Arrest","2024-08-10 14:33:46","Thiruvananthapuram","49093000000157034","Incidunt officia facilis fugit esse at ab expedita aspernatur perspiciatis magnam autem fugit."
"49093000000164706","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157568","49093000000164173","Preventive Arrest","2024-08-19 01:55:44","Narasaraopet","49093000000157053","Maxime molestiae accusamus hic quam dolorum eos harum quam quo voluptates molestiae facere."
"49093000000164707","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157569","49093000000164174","Surrender","2025-07-27 13:36:28","Tiruvottiyur","49093000000157192","Quidem explicabo et harum quas nisi odit."
"49093000000164708","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157569","49093000000164175","Surrender","2025-04-05 16:57:02","Aizawl","49093000000157032","Autem maiores eaque facilis tenetur consequatur fuga necessitatibus doloremque tenetur voluptatem harum."
"49093000000164709","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157570","49093000000164176","Arrest","2025-02-05 15:01:42","Dehradun","49093000000157158","Reiciendis amet qui modi provident suscipit aspernatur eum."
"49093000000164710","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157571","49093000000164177","Preventive Arrest","2025-02-14 20:14:23","Nashik","49093000000157103","Minima dolor iusto nesciunt dolore expedita ullam."
"49093000000164711","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157572","49093000000164178","Surrender","2025-07-30 18:30:44","Ludhiana","49093000000157175","Itaque similique voluptatibus dolorum modi magni."
"49093000000164712","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157574","49093000000164179","Surrender","2025-01-06 21:29:02","Arrah","49093000000157035","Iusto ratione perferendis modi quam occaecati."
"49093000000164713","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157574","49093000000164180","Arrest","2026-03-01 14:44:33","Aurangabad","49093000000157157","Iure sequi et quos doloribus dignissimos odio ipsum molestiae eaque maxime optio."
"49093000000164714","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157575","49093000000164181","Preventive Arrest","2025-03-27 11:43:18","Tumkur","49093000000157165","Doloribus quis a quasi dolorem laudantium ab dicta."
"49093000000164715","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157575","49093000000164182","Preventive Arrest","2025-12-10 20:39:18","Ramgarh","49093000000157175","Nostrum omnis eos eos alias nam asperiores quos."
"49093000000164716","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157576","49093000000164183","Arrest","2025-08-31 02:33:16","Surendranagar Dudhrej","49093000000157070","Debitis optio odio repellendus perspiciatis quisquam ut vitae temporibus aspernatur rerum."
"49093000000164717","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157577","49093000000164184","Surrender","2025-01-23 09:20:25","Aligarh","49093000000157173","Illum suscipit cupiditate esse soluta fugit laborum est amet corporis quasi eveniet eos."
"49093000000164718","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157577","49093000000164185","Preventive Arrest","2025-02-14 12:29:19","Pali","49093000000157032","Quia iste magni quaerat incidunt nam a voluptatibus facilis corrupti veritatis."
"49093000000164719","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157578","49093000000164186","Preventive Arrest","2025-02-10 12:03:30","Maheshtala","49093000000157088","Fugiat ab consequuntur nulla ex placeat."
"49093000000164720","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157580","49093000000164187","Preventive Arrest","2025-03-03 13:06:15","Phagwara","49093000000157140","Vero reiciendis labore aspernatur et velit."
"49093000000164721","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157580","49093000000164188","Surrender","2024-07-30 09:08:26","Indore","49093000000157069","Vero occaecati nesciunt necessitatibus laudantium ea adipisci."
"49093000000164722","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157582","49093000000164189","Preventive Arrest","2026-05-14 18:53:19","Rampur","49093000000157159","Ex ratione harum id repudiandae dolorem incidunt doloribus impedit ipsam dolores."
"49093000000164723","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157582","49093000000164190","Surrender","2025-09-27 13:42:50","Ludhiana","49093000000157081","Quos quasi accusantium labore tempora fuga."
"49093000000164724","49093000000013007","2026-06-28 14:03:59:451","2026-06-28 14:03:59:451","49093000000157584","49093000000164191","Surrender","2025-07-30 06:10:34","Chinsurah","49093000000157088","Ea repudiandae cupiditate libero consequatur animi repellat minima repellat est maxime delectus praesentium."
"49093000000164725","49093000000013007","2026-06-28 14:03:59:452","2026-06-28 14:03:59:452","49093000000157584","49093000000164192","Surrender","2025-04-22 21:16:54","Rampur","49093000000157176","Alias quia culpa earum vitae temporibus iste eum adipisci commodi."
"49093000000164726","49093000000013007","2026-06-28 14:03:59:452","2026-06-28 14:03:59:452","49093000000157586","49093000000164193","Surrender","2025-11-18 18:19:58","Gaya","49093000000157137","Perferendis sapiente adipisci officiis nemo quos ipsam dolore placeat maxime facere."
"49093000000164727","49093000000013007","2026-06-28 14:03:59:452","2026-06-28 14:03:59:452","49093000000157586","49093000000164194","Surrender","2025-12-09 07:46:26","Ratlam","49093000000157128","Possimus accusantium accusantium similique ipsam culpa eius soluta."
"49093000000164728","49093000000013007","2026-06-28 14:03:59:452","2026-06-28 14:03:59:452","49093000000157587","49093000000164195","Arrest","2024-10-13 01:22:41","Bangalore","49093000000157098","Reprehenderit repellendus nisi repudiandae ducimus alias molestias doloremque alias aperiam at."
"49093000000164729","49093000000013007","2026-06-28 14:03:59:452","2026-06-28 14:03:59:452","49093000000157588","49093000000164196","Arrest","2024-11-21 13:06:39","Sikar","49093000000157151","Explicabo ut incidunt minus molestiae quo beatae."
"49093000000164730","49093000000013007","2026-06-28 14:03:59:452","2026-06-28 14:03:59:452","49093000000157590","49093000000164197","Preventive Arrest","2025-07-01 02:55:54","Bhopal","49093000000157174","Quis exercitationem dolorum illo vel at voluptatum ex nesciunt iusto consequatur vitae."
"49093000000164731","49093000000013007","2026-06-28 14:03:59:452","2026-06-28 14:03:59:452","49093000000157590","49093000000164198","Surrender","2025-05-28 15:54:28","Nagpur","49093000000157071","Repellendus eligendi delectus nostrum tempore repellendus eum dignissimos rerum delectus sunt nostrum."
"49093000000164732","49093000000013007","2026-06-28 14:03:59:452","2026-06-28 14:03:59:452","49093000000157591","49093000000164199","Preventive Arrest","2025-06-24 14:55:05","Suryapet","49093000000157136","Rerum ad placeat dolorem unde reiciendis officia ad."
"49093000000164733","49093000000013007","2026-06-28 14:03:59:452","2026-06-28 14:03:59:452","49093000000157592","49093000000164200","Preventive Arrest","2025-05-08 12:00:06","Kadapa","49093000000157135","Odit corrupti vel animi nemo aspernatur in voluptatibus sed."
"49093000000164734","49093000000013007","2026-06-28 14:03:59:452","2026-06-28 14:03:59:452","49093000000157593","49093000000164201","Surrender","2026-03-20 08:06:52","Dharmavaram","49093000000157062","Sapiente perferendis culpa magnam labore aliquam asperiores esse animi."
"49093000000164735","49093000000013007","2026-06-28 14:03:59:452","2026-06-28 14:03:59:452","49093000000157594","49093000000164202","Surrender","2024-09-16 21:20:35","Gurgaon","49093000000157075","Ea esse tenetur alias possimus facilis odio quis impedit fuga vitae at."
"49093000000164736","49093000000013007","2026-06-28 14:03:59:452","2026-06-28 14:03:59:452","49093000000157598","49093000000164203","Preventive Arrest","2025-12-19 06:28:59","Vellore","49093000000157031","Distinctio numquam sed eos in harum explicabo labore modi."
"49093000000164737","49093000000013007","2026-06-28 14:03:59:452","2026-06-28 14:03:59:452","49093000000157598","49093000000164204","Surrender","2025-05-17 02:06:54","Bellary","49093000000157052","Provident culpa perspiciatis quae voluptatem aliquid vel excepturi laudantium voluptate quos."
"49093000000164738","49093000000013007","2026-06-28 14:03:59:452","2026-06-28 14:03:59:452","49093000000157599","49093000000164205","Arrest","2026-06-15 22:21:02","Firozabad","49093000000157133","Distinctio deleniti quia in vel repudiandae corrupti."
"49093000000164739","49093000000013007","2026-06-28 14:03:59:452","2026-06-28 14:03:59:452","49093000000157599","49093000000164206","Preventive Arrest","2025-03-04 22:48:29","Jabalpur","49093000000157040","Aliquam nihil assumenda architecto provident quia molestiae reprehenderit pariatur quaerat numquam hic maiores."
"49093000000164740","49093000000013007","2026-06-28 14:03:59:452","2026-06-28 14:03:59:452","49093000000157600","49093000000164207","Arrest","2026-03-26 01:53:31","Amroha","49093000000157030","Fugiat architecto possimus ratione provident harum cum officiis."
"49093000000164741","49093000000013007","2026-06-28 14:03:59:452","2026-06-28 14:03:59:452","49093000000157600","49093000000164208","Arrest","2025-02-20 21:42:35","Ramgarh","49093000000157081","Aperiam ab saepe sed repellendus maiores."
