"ROWID","CREATORID","CREATEDTIME","MODIFIEDTIME","case_rowid","victim_name","gender","age","phone","email","aadhaar_number","address","occupation","injury_details","statement","is_primary"
"49093000000155525","49093000000013007","2026-06-28 13:27:29:713","2026-06-28 13:27:29:713","49093000000157530","Upma Seth","Female","47","5632932850","champak31@example.com","335079193846","55/50, Sarna Street, New Delhi 435223","Private Employee","Minor injuries","Officia ipsam minus magnam neque numquam repudiandae sint cumque neque incidunt corrupti nemo illo dolorem optio quod aliquam ipsum eum quae.","false"
"49093000000155526","49093000000013007","2026-06-28 13:27:29:713","2026-06-28 13:27:29:713","49093000000157531","Gopal Mukhopadhyay","Male","74","5551335370","vedhika98@example.org","966626101479","H.No. 541, Ranganathan Chowk, Jodhpur 282983","Business","Serious injuries","Quas eos explicabo aut hic nobis mollitia quibusdam esse ipsam asperiores exercitationem vero minima nam a.","true"
"49093000000155527","49093000000013007","2026-06-28 13:27:29:714","2026-06-28 13:27:29:714","49093000000157531","Aahana Bhalla","Female","60","3913320817","anamika04@example.net","957114291759","H.No. 861, Bakshi Nagar, Danapur-288980","Farmer","No physical injury","Doloribus voluptates corporis voluptates mollitia fugiat voluptate dicta dignissimos quisquam.","false"
"49093000000155528","49093000000013007","2026-06-28 13:27:29:714","2026-06-28 13:27:29:714","49093000000157532","Ekavir Ben","Male","67","5595619190","yug11@example.com","253095800573","189, Loyal, Chinsurah-817860","Farmer","Hospitalized","Facilis quod mollitia ea illo cum perferendis magni soluta occaecati quos voluptatum modi tenetur blanditiis.","true"
"49093000000155529","49093000000013007","2026-06-28 13:27:29:714","2026-06-28 13:27:29:714","49093000000157533","Vrinda Narang","Female","58","3859764454","wapte@example.com","546434505374","89/65, Nagi Zila, Ulhasnagar 992691","Teacher","No physical injury","Sed dolore nisi voluptatum aut exercitationem odio nihil animi alias incidunt sit excepturi odit non distinctio omnis.","true"
"49093000000155530","49093000000013007","2026-06-28 13:27:29:714","2026-06-28 13:27:29:714","49093000000157534","Aradhana Aggarwal","Female","27","8026671240","sarthakgupta@example.net","769500236414","28, Kata Ganj, Kozhikode 941513","Government Employee","No physical injury","Error magnam ipsam dignissimos aspernatur eius ducimus ipsum architecto labore natus quisquam ab aspernatur nemo voluptates reprehenderit.","true"
"49093000000155531","49093000000013007","2026-06-28 13:27:29:714","2026-06-28 13:27:29:714","49093000000157534","Kai Mannan","Male","62","0465118142","narayanankalpit@example.net","164035195161","H.No. 278, Lata Road, Amroha 322827","Government Employee","Serious injuries","Culpa commodi dolor nam non vitae enim suscipit sed.","false"
"49093000000155532","49093000000013007","2026-06-28 13:27:29:714","2026-06-28 13:27:29:714","49093000000157535","Om Deol","Male","32","2598213745","basaksaumya@example.org","222281274374","20, Tank Street, Bally-849144","Farmer","Serious injuries","Voluptatum corporis voluptatibus quam illo natus quae voluptate architecto.","true"
"49093000000155533","49093000000013007","2026-06-28 13:27:29:714","2026-06-28 13:27:29:714","49093000000157536","Ekaraj Chana","Male","39","6777124223","ranveer01@example.net","407469026193","81/302, Arora, Motihari-903058","Teacher","Serious injuries","Sint cum consectetur maxime ea modi doloremque harum quis recusandae consequatur debitis.","true"
"49093000000155534","49093000000013007","2026-06-28 13:27:29:714","2026-06-28 13:27:29:714","49093000000157536","Turvi Cherian","Female","18","5819556996","uppalranveer@example.net","808228780190","78/632, Mohanty Circle, Gudivada-346533","Farmer","Psychological trauma","Modi distinctio eum quas adipisci fugit eius sed cupiditate.","false"
"49093000000155535","49093000000013007","2026-06-28 13:27:29:714","2026-06-28 13:27:29:714","49093000000157537","Ekbal Mandal","Male","60","5104939977","geetikasekhon@example.com","388289341856","H.No. 751, Agrawal Chowk, Bhilai-039525","Driver","Serious injuries","Iure odio beatae distinctio corporis voluptatum nesciunt cupiditate nobis exercitationem praesentium magni.","true"
"49093000000155536","49093000000013007","2026-06-28 13:27:29:714","2026-06-28 13:27:29:714","49093000000157537","Xavier Batta","Male","55","6445614007","tellajanya@example.net","491374467004","H.No. 42, Tandon Path, Morena 996879","Government Employee","Hospitalized","Nihil earum deserunt iste debitis similique assumenda hic eaque nulla expedita sint aliquam nostrum veritatis quae dolores quas aspernatur.","false"
"49093000000155537","49093000000013007","2026-06-28 13:27:29:714","2026-06-28 13:27:29:714","49093000000157538","Yatan Nagy","Male","59","8749183408","bkala@example.org","509357027226","H.No. 336, Palla Street, Anantapuram 657314","Student","Minor injuries","Pariatur ex possimus fugit suscipit reiciendis nam praesentium nulla modi iure doloribus alias rem illum assumenda aspernatur numquam commodi quas.","true"
"49093000000155538","49093000000013007","2026-06-28 13:27:29:714","2026-06-28 13:27:29:714","49093000000157538","Qabil Sen","Male","57","2035659345","omishajohal@example.com","167966251497","84, Garde Ganj, Tinsukia-968502","Student","Psychological trauma","Sunt accusamus nulla tempore tempora illo culpa voluptatibus eligendi quod dolore amet iusto odio molestias praesentium.","false"
"49093000000155539","49093000000013007","2026-06-28 13:27:29:714","2026-06-28 13:27:29:714","49093000000157539","Yagnesh Rajagopal","Male","71","2708176114","hgoswami@example.org","647014936889","426, Goda Marg, Vijayawada-403050","Farmer","Minor injuries","Esse vero id perferendis facere voluptatibus iure eum voluptas numquam nostrum doloribus fugiat veritatis.","true"
"49093000000155540","49093000000013007","2026-06-28 13:27:29:714","2026-06-28 13:27:29:714","49093000000157539","Abha Pathak","Female","38","3422785165","yoshitaborah@example.org","058942791447","H.No. 18, Sule Road, Kavali-435456","Engineer","No physical injury","Dignissimos aliquid enim libero repellat eius nihil impedit beatae reiciendis consectetur consequatur magni vero possimus.","false"
"49093000000155541","49093000000013007","2026-06-28 13:27:29:714","2026-06-28 13:27:29:714","49093000000157540","Anthony Bala","Male","28","3237505407","vkurian@example.org","494152536894","H.No. 14, Gaba, Miryalaguda 775909","Business","Minor injuries","Aliquid et exercitationem iusto magni unde hic facilis illo illo iste asperiores molestias error veritatis.","true"
"49093000000155542","49093000000013007","2026-06-28 13:27:29:714","2026-06-28 13:27:29:714","49093000000157541","Varenya Sarin","Female","24","8799735434","tellaalka@example.com","281252220606","43/243, Pai Ganj, Etawah-868777","Business","No physical injury","Modi modi molestiae aperiam modi architecto eligendi delectus temporibus eveniet eligendi error nobis voluptatibus provident ullam corrupti.","true"
"49093000000155543","49093000000013007","2026-06-28 13:27:29:715","2026-06-28 13:27:29:715","49093000000157541","Reyansh Vasa","Male","49","8484839946","frado51@example.net","615251380658","09, Chakraborty Nagar, Varanasi 632202","Teacher","No physical injury","Quis architecto nemo at blanditiis architecto est praesentium repudiandae nesciunt officiis fugiat.","false"
"49093000000155544","49093000000013007","2026-06-28 13:27:29:715","2026-06-28 13:27:29:715","49093000000157542","Saksham Tella","Male","28","7135906189","vyanjana21@example.com","337747699343","97, Sama Marg, Jehanabad 740537","Private Employee","No physical injury","Corrupti modi suscipit corrupti saepe nulla laboriosam eius fuga quam deserunt quos odit ullam.","true"
"49093000000155545","49093000000013007","2026-06-28 13:27:29:715","2026-06-28 13:27:29:715","49093000000157543","Yasti Toor","Female","59","1177121065","chaudharymason@example.org","866982429489","H.No. 15, Bali Path, Asansol 824090","Driver","Psychological trauma","Quos sunt eligendi aliquid culpa ad optio quod aliquam aut autem fugiat odit.","true"
"49093000000155546","49093000000013007","2026-06-28 13:27:29:715","2026-06-28 13:27:29:715","49093000000157543","Banjeet Dhaliwal","Male","29","1192616736","qnayar@example.com","303848635831","H.No. 544, Suresh Chowk, Ulhasnagar-652701","Teacher","Hospitalized","Aut nesciunt voluptate voluptas accusantium aut molestiae quisquam necessitatibus numquam distinctio sequi amet omnis veritatis.","false"
"49093000000155547","49093000000013007","2026-06-28 13:27:29:715","2026-06-28 13:27:29:715","49093000000157544","Gaurang Halder","Male","73","8045539785","tellaradhika@example.net","995838931452","02/532, Bhavsar Zila, Akola 350262","Student","Serious injuries","Maxime unde vel cum et quo in tempore aliquam totam vero veniam.","true"
"49093000000155548","49093000000013007","2026-06-28 13:27:29:715","2026-06-28 13:27:29:715","49093000000157545","Yauvani Keer","Female","42","0422323358","sudikshasharma@example.org","638670123177","H.No. 93, Pall Marg, Thanjavur 841904","Farmer","Hospitalized","Provident ratione doloremque cupiditate aut quasi consectetur quisquam at voluptatibus voluptatibus minima laboriosam quam.","true"
"49093000000155549","49093000000013007","2026-06-28 13:27:29:715","2026-06-28 13:27:29:715","49093000000157545","Atharv Bajwa","Male","67","8961359800","kchandran@example.org","942785640639","H.No. 195, Goel Zila, Bijapur 114944","Engineer","No physical injury","Recusandae officiis occaecati expedita harum libero exercitationem quo voluptas aliquid dolorum omnis excepturi consectetur veniam eaque rerum consequuntur fugiat.","false"
"49093000000155550","49093000000013007","2026-06-28 13:27:29:715","2026-06-28 13:27:29:715","49093000000157546","Indrajit Tata","Male","32","9862858649","maniqasim@example.com","816459957297","H.No. 613, Bhakta Chowk, Karawal Nagar-448959","Teacher","Psychological trauma","Suscipit animi ipsum porro tempore repellendus quos nemo hic odit sapiente beatae voluptas impedit adipisci aperiam aspernatur placeat.","true"
"49093000000155551","49093000000013007","2026-06-28 13:27:29:715","2026-06-28 13:27:29:715","49093000000157546","Kabir Chad","Male","42","7719193961","sthaman@example.com","186056080710","H.No. 05, Palla Ganj, Unnao-509295","Business","No physical injury","Hic inventore natus aliquam asperiores cupiditate cupiditate quaerat ipsa.","false"
"49093000000155552","49093000000013007","2026-06-28 13:27:29:715","2026-06-28 13:27:29:715","49093000000157547","Chameli Aurora","Female","50","9546665037","faris29@example.com","401967347169","29/875, Dutt, Kavali 334096","Engineer","Serious injuries","Ad cumque placeat sunt libero ipsa aut porro odit.","true"
"49093000000155553","49093000000013007","2026-06-28 13:27:29:715","2026-06-28 13:27:29:715","49093000000157548","Jairaj Kohli","Male","38","0219396736","lajita18@example.net","448958458308","426, Bhatnagar Marg, Farrukhabad 465800","Farmer","Minor injuries","Aut libero facere quo harum eum vel dolorum corporis ratione sed voluptate ipsum impedit animi pariatur.","true"
"49093000000155554","49093000000013007","2026-06-28 13:27:29:715","2026-06-28 13:27:29:715","49093000000157548","Tarak Deep","Male","41","4644285935","pranav03@example.org","094717089815","H.No. 57, Sundaram Chowk, Jammu-243446","Government Employee","Hospitalized","Placeat sed aspernatur totam explicabo quo recusandae possimus commodi ducimus vero vel dolorum excepturi odit.","false"
"49093000000155555","49093000000013007","2026-06-28 13:27:29:715","2026-06-28 13:27:29:715","49093000000157549","Ansh Nadkarni","Male","57","7310718276","inayasharma@example.net","182790411508","H.No. 498, Savant Zila, Bulandshahr 251633","Self Employed","Minor injuries","Doloribus mollitia molestias perferendis illum sequi inventore assumenda quidem ratione earum repudiandae aliquid repellendus.","true"
"49093000000155556","49093000000013007","2026-06-28 13:27:29:715","2026-06-28 13:27:29:715","49093000000157549","Ekaja Desai","Female","52","1072116446","qsahota@example.net","658731799709","H.No. 151, Tank Nagar, Kalyan-Dombivli-967713","Private Employee","Serious injuries","Quod illo porro sint totam animi natus dolore provident dicta quisquam molestiae deleniti ipsum laborum.","false"
"49093000000155557","49093000000013007","2026-06-28 13:27:29:715","2026-06-28 13:27:29:715","49093000000157550","Vivaan Chana","Male","66","7469915105","rayaankunda@example.com","319789829023","38, Handa Ganj, Mirzapur-579310","Government Employee","No physical injury","Voluptatum ea veritatis eos sunt repellendus aut earum est culpa tempore.","true"
"49093000000155558","49093000000013007","2026-06-28 13:27:29:715","2026-06-28 13:27:29:715","49093000000157551","Upkaar Wagle","Male","43","2482293979","dkibe@example.net","009911277245","105, Walia Street, Vijayanagaram 963120","Business","Psychological trauma","Necessitatibus tenetur nisi itaque rem possimus quia odit placeat maxime molestiae dolor nulla sed ratione.","true"
"49093000000155559","49093000000013007","2026-06-28 13:27:29:715","2026-06-28 13:27:29:715","49093000000157552","Lavanya Sabharwal","Female","74","4641216740","kuruvillanandini@example.org","467372781343","74/73, Loke Circle, Kozhikode-055575","Engineer","Serious injuries","Nihil eaque ad animi sit corporis laboriosam in perspiciatis ipsa nesciunt sequi veritatis.","true"
"49093000000155560","49093000000013007","2026-06-28 13:27:29:715","2026-06-28 13:27:29:715","49093000000157553","Chatura Chad","Male","54","1068423134","tbala@example.org","040923920529","H.No. 27, Chowdhury Ganj, Firozabad-033200","Doctor","Psychological trauma","Dignissimos assumenda suscipit magnam deserunt nobis eligendi quisquam consequatur.","true"
"49093000000155561","49093000000013007","2026-06-28 13:27:29:716","2026-06-28 13:27:29:716","49093000000157554","Priya Nadig","Female","43","3774344718","zbora@example.org","060560433421","91/01, Aurora Path, Ahmedabad 687445","Self Employed","Psychological trauma","Culpa facere inventore dicta cumque veniam veritatis eum quia earum placeat nemo consequatur fuga.","true"
"49093000000155562","49093000000013007","2026-06-28 13:27:29:716","2026-06-28 13:27:29:716","49093000000157555","Qasim Pandey","Male","67","4520147028","qarin83@example.com","803997004555","91/059, Sant Nagar, Haldia 710736","Teacher","Minor injuries","Aliquid repellendus corrupti repellat blanditiis totam ipsum vero laborum vitae iusto delectus laborum repellat nemo nulla.","true"
"49093000000155563","49093000000013007","2026-06-28 13:27:29:716","2026-06-28 13:27:29:716","49093000000157555","Arya Kala","Female","44","0506578234","mpalla@example.com","007383568616","50, Venkataraman Path, Cuttack-747414","Driver","No physical injury","Nemo quae quia numquam laudantium deserunt delectus quo libero accusamus tempore iure eius.","false"
"49093000000155564","49093000000013007","2026-06-28 13:27:29:716","2026-06-28 13:27:29:716","49093000000157556","Ikshita Patla","Female","59","5651785366","samar73@example.org","611043999602","331, Kuruvilla Zila, Gorakhpur 298682","Driver","Serious injuries","Libero inventore nulla dolores voluptatem dolorem odit odio sit.","true"
"49093000000155565","49093000000013007","2026-06-28 13:27:29:716","2026-06-28 13:27:29:716","49093000000157556","Raghav Bali","Male","45","3708994757","nakuldar@example.com","508640574265","H.No. 663, Dewan, Nizamabad-870556","Government Employee","Serious injuries","Atque ratione voluptatum ea officiis aliquam amet illum cupiditate ducimus quas aperiam quasi labore nihil perspiciatis assumenda quibusdam omnis.","false"
"49093000000155566","49093000000013007","2026-06-28 13:27:29:716","2026-06-28 13:27:29:716","49093000000157557","Daksha Vasa","Female","26","4419462292","jasmit04@example.net","106225858935","H.No. 626, Nigam Street, Saharsa 771289","Government Employee","Psychological trauma","Corrupti qui mollitia blanditiis ut quidem accusantium nesciunt esse animi ullam vel ex ipsam hic aspernatur pariatur error in fugiat.","true"
"49093000000155567","49093000000013007","2026-06-28 13:27:29:716","2026-06-28 13:27:29:716","49093000000157557","Oni Sura","Female","41","4221803046","sahanikita@example.com","510517046772","H.No. 839, Nadkarni Circle, Mahbubnagar 427274","Teacher","Serious injuries","Pariatur vel ducimus recusandae provident corporis ratione dicta impedit laudantium.","false"
"49093000000155568","49093000000013007","2026-06-28 13:27:29:716","2026-06-28 13:27:29:716","49093000000157558","Abdul Cheema","Male","21","3564297442","vwali@example.net","466683545289","760, Khurana Marg, Sambhal-232022","Private Employee","Psychological trauma","Assumenda quasi enim at voluptatum veritatis quia est at.","true"
"49093000000155569","49093000000013007","2026-06-28 13:27:29:716","2026-06-28 13:27:29:716","49093000000157559","Mahika Dugar","Female","31","1035458897","lahluwalia@example.net","455269467306","H.No. 45, Bhasin Road, Ichalkaranji-397808","Farmer","Hospitalized","Et sit eaque voluptatibus illo praesentium modi fugit quaerat repellat facilis.","true"
"49093000000155570","49093000000013007","2026-06-28 13:27:29:716","2026-06-28 13:27:29:716","49093000000157559","Osha Deol","Female","69","1514042578","laksh78@example.org","863895909555","45/207, Hayer Marg, Shahjahanpur-191710","Private Employee","Psychological trauma","Non enim ipsam optio animi ipsam ea ex libero totam a sequi repudiandae nam harum unde sequi.","false"
"49093000000155571","49093000000013007","2026-06-28 13:27:29:716","2026-06-28 13:27:29:716","49093000000157560","Darpan Sampath","Male","62","5178351666","ksood@example.org","358533662355","66/15, Verma Marg, Gulbarga 206194","Self Employed","Psychological trauma","Doloribus quidem reiciendis soluta autem quis dicta quisquam dolorem modi delectus.","true"
"49093000000155572","49093000000013007","2026-06-28 13:27:29:716","2026-06-28 13:27:29:716","49093000000157560","Ijaya Ghosh","Female","26","1767440178","routcharan@example.com","317562683736","H.No. 895, Borde Nagar, Bareilly 412826","Student","Hospitalized","Nam nam ullam quo at harum eos qui pariatur provident esse nobis sed magni commodi animi vero repellendus dolor at.","false"
"49093000000155573","49093000000013007","2026-06-28 13:27:29:716","2026-06-28 13:27:29:716","49093000000157561","Saanvi Ratta","Female","63","9077482383","adevan@example.org","980214866636","H.No. 09, Nayar, Srikakulam 344961","Government Employee","Hospitalized","Cupiditate officia eos saepe odio commodi similique voluptatibus quidem alias aliquam quae quis in.","true"
"49093000000155574","49093000000013007","2026-06-28 13:27:29:716","2026-06-28 13:27:29:716","49093000000157562","Umang Rama","Male","44","3012439510","rameshgaurika@example.org","958312720731","20/90, Joshi Marg, Burhanpur-351181","Business","No physical injury","Consectetur porro commodi quisquam voluptatum dolor dolorem sapiente voluptatibus necessitatibus consectetur quaerat vel provident harum tempore.","true"
"49093000000155575","49093000000013007","2026-06-28 13:27:29:716","2026-06-28 13:27:29:716","49093000000157563","Ishwar Wable","Male","56","2363681166","atigade@example.net","801331940262","966, Deshmukh Road, Raurkela Industrial Township-111678","Student","Minor injuries","Voluptatum corrupti ex fugiat a ratione nulla voluptatibus optio illum quasi temporibus nihil veniam quis.","true"
"49093000000155576","49093000000013007","2026-06-28 13:27:29:716","2026-06-28 13:27:29:716","49093000000157563","Brijesh Rao","Male","28","9783435691","memonmahika@example.org","938160018586","55/89, Sharma Nagar, Jalandhar-506835","Business","Hospitalized","Consequuntur ab alias odit fugit vero quam reiciendis iure vero voluptatibus dolorem excepturi sapiente.","false"
"49093000000155577","49093000000013007","2026-06-28 13:27:29:716","2026-06-28 13:27:29:716","49093000000157564","Mitali Sachdev","Female","20","3065888163","rudrawali@example.net","207087795782","H.No. 09, Lanka Street, Tinsukia-871015","Driver","No physical injury","Repellat ratione magnam deleniti consequatur eius praesentium maxime fugit voluptatem amet.","true"
"49093000000155578","49093000000013007","2026-06-28 13:27:29:716","2026-06-28 13:27:29:716","49093000000157565","Chasmum Dora","Female","58","7569077464","vanya04@example.org","954927250799","H.No. 72, Andra Ganj, Farrukhabad 908234","Engineer","Hospitalized","Alias odio beatae aperiam esse sed consequatur aliquam dolorum dignissimos.","true"
"49093000000155579","49093000000013007","2026-06-28 13:27:29:717","2026-06-28 13:27:29:717","49093000000157565","Pooja Nanda","Female","63","4797834459","triveni92@example.net","125693844355","535, Naidu, Erode-851991","Doctor","Serious injuries","Quibusdam distinctio quam expedita asperiores quaerat laboriosam ducimus possimus.","false"
"49093000000155580","49093000000013007","2026-06-28 13:27:29:717","2026-06-28 13:27:29:717","49093000000157566","Simon Lal","Male","25","0423520320","yashasviseshadri@example.org","381446359674","H.No. 20, Chakrabarti Path, Rajkot 069777","Government Employee","Psychological trauma","Rem nam officia sunt distinctio quam debitis earum blanditiis deleniti vel nam iure ratione ducimus harum praesentium quod.","true"
"49093000000155581","49093000000013007","2026-06-28 13:27:29:717","2026-06-28 13:27:29:717","49093000000157566","Samesh Sathe","Male","25","9297843682","sahaqasim@example.com","881225796416","85/932, Manda Chowk, Tenali-100962","Doctor","Serious injuries","Accusantium illum quisquam pariatur ipsam facilis praesentium corrupti expedita alias odit laudantium possimus aperiam non aspernatur.","false"
"49093000000155582","49093000000013007","2026-06-28 13:27:29:717","2026-06-28 13:27:29:717","49093000000157567","Saumya Narang","Female","33","5187134550","aborra@example.org","358324538423","463, Bansal Chowk, Singrauli 058336","Teacher","Minor injuries","Porro deserunt nam rerum aut minus cupiditate cum distinctio saepe soluta dignissimos.","true"
"49093000000155583","49093000000013007","2026-06-28 13:27:29:717","2026-06-28 13:27:29:717","49093000000157567","Zehaan Garde","Male","45","6512659934","azaandube@example.com","796897247633","H.No. 875, Khosla Street, Kulti 510328","Business","Psychological trauma","Impedit similique delectus laborum cupiditate eaque tenetur incidunt similique autem eaque.","false"
"49093000000155584","49093000000013007","2026-06-28 13:27:29:717","2026-06-28 13:27:29:717","49093000000157568","Ryan Nazareth","Male","52","0185627075","sakshamsrivastava@example.org","518756321810","61/62, Srivastava Road, Chandigarh-289832","Private Employee","Minor injuries","Nihil aperiam esse ullam voluptates aliquid ab commodi dolores odit nostrum iusto tempore possimus excepturi at veritatis nulla possimus.","true"
"49093000000155585","49093000000013007","2026-06-28 13:27:29:717","2026-06-28 13:27:29:717","49093000000157568","Wazir Naidu","Male","35","6698249911","ojasrastogi@example.org","485541097485","41, Garg Circle, Kishanganj-399169","Doctor","No physical injury","Accusamus totam dolor quasi laborum architecto voluptates earum maxime sapiente fugiat rerum ad.","false"
"49093000000155586","49093000000013007","2026-06-28 13:27:29:717","2026-06-28 13:27:29:717","49093000000157569","Zaid Sidhu","Male","39","1922493088","zinal40@example.com","541432473387","05/83, Vora Ganj, Anantapuram 852918","Self Employed","No physical injury","Eaque doloremque corporis ullam quibusdam praesentium nam eos eos laudantium atque in.","true"
"49093000000155587","49093000000013007","2026-06-28 13:27:29:717","2026-06-28 13:27:29:717","49093000000157570","Isha Wali","Female","23","2606554175","zayyan45@example.org","907864955970","H.No. 26, Mitra Marg, Bhalswa Jahangir Pur 012246","Private Employee","Serious injuries","Itaque voluptate quam blanditiis error accusamus ipsam blanditiis autem expedita.","true"
"49093000000155588","49093000000013007","2026-06-28 13:27:29:717","2026-06-28 13:27:29:717","49093000000157570","Hredhaan Agate","Male","33","2361662484","nisha52@example.com","973440056559","75/149, Venkataraman Road, Agra-518953","Self Employed","Serious injuries","Corrupti beatae quod voluptatibus tenetur et nobis architecto porro itaque suscipit dignissimos nam error fugiat voluptate expedita tenetur veniam.","false"
"49093000000155589","49093000000013007","2026-06-28 13:27:29:717","2026-06-28 13:27:29:717","49093000000157571","Peter Chakraborty","Male","38","8943219330","ymenon@example.com","856256904962","H.No. 635, Pathak Path, Karawal Nagar-145882","Doctor","Hospitalized","Sed beatae repellat enim pariatur nobis omnis temporibus corporis ex beatae.","true"
"49093000000155590","49093000000013007","2026-06-28 13:27:29:717","2026-06-28 13:27:29:717","49093000000157571","Yutika Wagle","Female","20","5411286095","wminhas@example.net","084500161523","38, Tripathi Nagar, Nashik-087580","Doctor","Psychological trauma","Facilis deleniti deserunt voluptas minima similique fuga sequi odit ea.","false"
"49093000000155591","49093000000013007","2026-06-28 13:27:29:717","2026-06-28 13:27:29:717","49093000000157572","Zashil Mallick","Male","45","0934371808","manezayan@example.com","551018107343","93/20, Raval Chowk, Bhiwandi 202952","Teacher","Minor injuries","Possimus animi dolores mollitia beatae rerum repellat praesentium placeat dicta vero architecto nihil dolore nisi.","true"
"49093000000155592","49093000000013007","2026-06-28 13:27:29:717","2026-06-28 13:27:29:717","49093000000157572","Lavanya Pal","Female","41","9813765201","edhitha21@example.org","191778687905","H.No. 882, Nori Marg, Sangli-Miraj & Kupwad 822387","Farmer","No physical injury","Ex minus ipsum rerum nemo debitis voluptatem a odio sint amet quia repellat iste dolor quidem voluptatibus fuga.","false"
"49093000000155593","49093000000013007","2026-06-28 13:27:29:717","2026-06-28 13:27:29:717","49093000000157573","Zinal Sengupta","Female","69","6525901815","yauvani74@example.org","960157357554","H.No. 74, Chakraborty Marg, Ludhiana-372299","Teacher","Psychological trauma","Debitis corrupti eum nesciunt iusto id cum quae ea accusamus molestias iusto.","true"
"49093000000155594","49093000000013007","2026-06-28 13:27:29:717","2026-06-28 13:27:29:717","49093000000157574","Forum Pal","Female","20","5843384871","viswanathanidika@example.com","538763039213","H.No. 399, Bhakta Circle, Kumbakonam 218335","Self Employed","Hospitalized","Laborum accusamus occaecati est modi voluptatem dignissimos accusamus porro perferendis sequi.","true"
"49093000000155595","49093000000013007","2026-06-28 13:27:29:718","2026-06-28 13:27:29:718","49093000000157575","Jeet Shenoy","Male","75","8493412915","nidra28@example.com","465254923939","63, Nagar Zila, Mehsana 095360","Teacher","Psychological trauma","Quisquam soluta voluptas architecto iste illum vitae praesentium magnam nihil cum dolor commodi impedit enim laboriosam.","true"
"49093000000155596","49093000000013007","2026-06-28 13:27:29:718","2026-06-28 13:27:29:718","49093000000157576","Tara Dara","Female","52","8237049565","yaminiom@example.com","729853241180","H.No. 89, Prashad Marg, Pondicherry-672381","Private Employee","Serious injuries","Repudiandae cumque odio sit libero debitis ea reiciendis voluptas ut.","true"
"49093000000155597","49093000000013007","2026-06-28 13:27:29:718","2026-06-28 13:27:29:718","49093000000157577","Suhani Borde","Female","24","6695598008","krisha05@example.net","519459929086","53, Chacko Chowk, Bhilwara-009260","Government Employee","Minor injuries","Ullam quisquam nesciunt eos eaque neque expedita porro consequuntur dicta.","true"
"49093000000155598","49093000000013007","2026-06-28 13:27:29:718","2026-06-28 13:27:29:718","49093000000157577","Bhavika Butala","Female","27","1038931901","oscar34@example.com","577034888336","H.No. 02, Goswami Zila, Panipat-653731","Self Employed","Serious injuries","Odio ducimus officia debitis libero necessitatibus expedita est minus veritatis ea quasi necessitatibus nihil voluptate.","false"
"49093000000155601","49093000000013007","2026-06-28 13:27:29:940","2026-06-28 13:27:29:940","49093000000157578","Arin Jaggi","Male","23","7678098003","isaac15@example.net","972753882164","H.No. 35, Naidu Nagar, Thanjavur-479569","Doctor","Psychological trauma","Nostrum eligendi similique non similique nobis hic fugit natus mollitia voluptatibus cum autem quasi repudiandae sapiente nisi dolor.","true"
"49093000000155602","49093000000013007","2026-06-28 13:27:29:940","2026-06-28 13:27:29:940","49093000000157579","Qasim Bhandari","Male","39","1905116133","gabriel23@example.net","184906192328","75/51, Bala Ganj, Bhiwandi-660860","Engineer","Psychological trauma","Iusto reprehenderit repudiandae consequatur veritatis vel iste aliquam laboriosam nam facere praesentium qui.","true"
"49093000000155603","49093000000013007","2026-06-28 13:27:29:940","2026-06-28 13:27:29:940","49093000000157579","Dayita Warrior","Female","24","5876824829","ekantikamani@example.net","802945519023","92/934, Sinha Marg, Kurnool-302395","Private Employee","Psychological trauma","Qui accusamus voluptates sunt ab cum quibusdam iste quas omnis ipsum aperiam libero est eveniet eveniet.","false"
"49093000000155604","49093000000013007","2026-06-28 13:27:29:941","2026-06-28 13:27:29:941","49093000000157580","Ekaja Mann","Female","65","0692998101","ewalia@example.org","812575907455","62/295, Deshmukh Circle, Jalgaon 073213","Private Employee","Serious injuries","Amet vel nihil cum exercitationem perferendis iste veritatis delectus illo assumenda maiores.","true"
"49093000000155605","49093000000013007","2026-06-28 13:27:29:941","2026-06-28 13:27:29:941","49093000000157580","Ijaya Pal","Female","52","2244096592","karan37@example.com","167309456175","33, Halder Path, Jabalpur-722333","Self Employed","Psychological trauma","Sequi magnam voluptatum itaque sit omnis error quidem modi aperiam similique beatae nemo asperiores.","false"
"49093000000155606","49093000000013007","2026-06-28 13:27:29:941","2026-06-28 13:27:29:941","49093000000157581","Robert Ramesh","Male","54","3391550432","nnarayan@example.org","693075923041","H.No. 481, Padmanabhan Street, Guwahati 292215","Business","Psychological trauma","Dolorum voluptatem dolorem eaque quasi voluptate libero repudiandae fugiat aperiam alias porro cupiditate doloremque sed cupiditate similique corporis.","true"
"49093000000155607","49093000000013007","2026-06-28 13:27:29:941","2026-06-28 13:27:29:941","49093000000157582","Bhavani Sachar","Female","39","6281166950","aarav79@example.net","635440260242","60/09, Devan, Firozabad 789569","Engineer","Serious injuries","Ipsam delectus facilis nostrum earum eos at fugit eligendi laboriosam nisi sed quas sed numquam molestias nobis.","true"
"49093000000155608","49093000000013007","2026-06-28 13:27:29:941","2026-06-28 13:27:29:941","49093000000157582","Saanvi Walla","Female","21","2961633017","oliverrai@example.com","986140253417","H.No. 00, Bandi Marg, Varanasi 469534","Business","Minor injuries","Sunt optio debitis molestias architecto beatae sed quod aspernatur fuga dolorum quam neque saepe.","false"
